@RELATION 	Feature21

@ATTRIBUTE 	Text	string
@ATTRIBUTE 	Class 	{Positive, Negative, Neutral}

@DATA
"לקנות אותו מיד כל מי שמתלבט זה הטלפון הכי טוב שיש קניתי אותו אתמול ואני מרוצה מכל רגע סוללה מעולה מצלמה מטורפת תיקנו אותו בבסט מובייל ממליץ עם 32 gb",Positive
"רכשתי אחד לעצמי וכעבור שבוע עוד אחד לאישתי אחרי שבדקתי אותו מוצר אמין של חברת סמסונג",Positive
"עד כה אני מופתע לטובה ומרוצה מאוד מהמכשיר",Positive
"מכשיר מעולה מכל הבחינות לכל מי שמחפש טלפון פרקטי זה המכשיר",Positive
"סמארטפון מצוין",Positive
"הכל פשוט עובד",Positive
"אחלה שבחלה של מכשיר",Positive
"קניתי את הטלפון בחיפה ויש לי אותו יחסית הרבה זמן פשוט מטורף",Positive
"מכשיר מצויין",Positive
"מכשיר מתקדם מכל בחינה אחרת",Positive
"יש לציין שהמכשיר עובד בצורה פשוט מעולה",Positive
"מכשיר מצוין המחיר שלו עכשיו ממש זול",Positive
"מכשיר מצויין ביחוד למתחילים בסמארטפון",Positive
"הטלפון נמצא אצלי בשימוש קצת יותר מחצי שנה זהו סמארטפון הראשון שלי ואני חושבת שהוא מכשיר מצויין",Positive
"פלאפון מצויין",Positive
"מכשיר מדהים קל לשימוש יפיפה",Positive
"הכל מעולה",Positive
"מכשיר מעולה עם סוללה שמחזיקה עד יומיים בשימוש ביינוני אפשרות לשנות את האייקונים של האפליקציות קיצורי דרך הכפתורים ומענה אוטומטי למרות שהצבעתם הבהירים נשרפים במצלמה",Positive
"המכשיר נורא טוב",Positive
"כבר היו לי מכשירי אנדרואיד לפני אבל אף אחד מהם לא עשה כזו עבודה טובה",Positive
"באמת שזה שווה כל שקל",Positive
"בקיצור שווה כל שקל",Positive
"מכשיר מעולה",Positive
"בקיצור מומלץ מאוד",Positive
"פשוט מכשיר מדהים",Positive
"ממליץ עליו בחום",Positive
"המכשיר הכי טוב בשוק ואין על זה שום ויכוח",Positive
"טלפון מצוין",Positive
"מכשיר מומלץ אבל יקר נכון לעכשיו",Positive
"אייפון שש הוא מכשיר מצויין מתאים לכל אחד פרקטי שימושי ועמיד אני לאחר התנסות עם שני המכשירים אשר מנהלים ביניהם מחלוקת מי יותר טוב אנדרואיד ואייפון",Positive
"אז כאשר האייפון שש יצא זהרו עיני במשך כחודש בדקתי עליו ראיתי אותו והתרשמתי לטובה מאוד לכן החלטתי לרכוש את המכשיר ולא התאכזבתי אז למי שמוכן להשקיע זה המכשיר הטוב ביותר בשוק כיום",Positive
"מכשיר איכותי הרכבה טובה ומדוייקת ביצועיים גבוהיים עבודה חלקה לא נתקע גם אחרי התקנת הרבה אפליקציות",Positive
"אני מוכרח להגיד שהמכשיר מדהים הוא מהיר",Positive
"פשוט אין מילים ממליץ בחום לקנות",Positive
"מעבר לזה מכשיר טוב",Positive
"זה אחד המכשירים הפרקטים ביותר שאני החזקתי",Positive
"טלפון מצוין אך לא שווה את הכסף שמשקיעים עליו",Positive
"מכשיר מעולה נוח לתפעול ומהיר",Positive
"סאונד חזק מאוד איכות מסך טובה הטלפון הזה עושה תעבודה בצורה טובה ביותר",Positive
"בסך הכל מרוצה מאוד מהמכשיר ממליץ עליו בראש שקט",Positive
"בטריה מחזיקה בשקט יום יומיים ממשק מאוד מהיר ונוח כל הפיצרים האפשריים",Positive
"קנית את הפלאפון שהיה לי lg g2 הפלאפון פשוט מדהים כלכך מהיר מקלדת מהירה",Positive
"החסרון הוא שהוא יקר אבל לסיכום של עניין אני מאוד ממליץ על מכשיר זה",Positive
"את המכשיר רכשתי להורים מבוגרים והם מאוד מרוצים ממנו",Positive
"קניתי לפני שבועיים בסך הכל טלפון טוב מאוד מערכת אנדרואיד חדשה נראה טוב מהיר ממליץ",Positive
"פלאפון מעולה איכותי מהיר ולא יקר מידי",Positive
"זה פשוט מכשיר מדהים וזול",Positive
"מנגן וידיאו בכל הפורמטים שיצא לי לנסות בקיצור לא הצלחתי למצוא בו אף חיסרון עבור משתמש קל שכמוני",Positive
"חוץ מחיי סוללה שמחזיקים עד 23 00 הכל טוב",Positive
"אני אוהב את הטלפון בגלל שהוא קומפקטי ויש בו הרבה גאג טים יפים אני ממליץ מאוד על הטלפון",Positive
"מסך 5 5 אינץ חד מאין כמותו עוצמת שמע גבוהה מצלמה סופר איכותית עם פוקוס לייזר אוטומטי מהיר ביותר בקיצור אחד המכשירים המובילים בשוק כיום ובצדק",Positive
"פלאפון חסית טוב ונוח לשימוש",Positive
"אני מאוד מרוצה מהגלקסי",Positive
"למרות החולשות הייתי ממליץ על המכשיר",Positive
"איכות התמונות שהוא מייצר לא פחות ממצוינת ואני צלם חובב וידאו 4k אחרי שהתנסתי כחודש בנוט 4 כל סמארטפון אחר בכלל לא אופציה",Positive
"מכשיר נותן מענה ל כול צרחים",Positive
"בהתחלה הוא תפקד טוב והלהיב אותי ביכולות שלו",Positive
"נחשב כהסמארטפון האמין ביותר מכל סדרת הגלקסי s",Positive
"הוא אצלי רק שבוע אבל בינתיים אני ממש מרוצה",Positive
"בסך הכול אני מרוצה מקניית מכשיר זה",Positive
"מכשיר מומלץ המכשיר טוב מצלמה טובה סוללה מספיקה בישבילי המכשיר יפה מומלץ ממש",Positive
"לאחרונה קניתי את המכשיר וזה מכשיר מדהים הכל עובד מהיר וחלק ממש נוח ונגיש",Positive
"נרכש לפני כחצי שנה ואני ממש מרוצה",Positive
"מומלץ מאוד",Positive
"איכות מעולה הרמה התוכנות שבאות עם הטלפון של סמסונג לא כול כך עוזרות",Positive
"המצלמה יותר טובה מהאייפון 4 הקודם בקיצור קנייה טובה מאוד",Positive
"השינוי של המטען קצת מבאס כאחד בעל אייפון 4 לשעבר וכמובן חסרון נוסף הוא המחיר בארץ אבל כשקונים אותו לא מצטערים לדקה ונהנים ממכשיר איכותי ויוקרתי",Positive
"ממליץ בחום",Positive
"טלפון מעולה",Positive
"מאוד מאוד מרוצה",Positive
"המכשיר מדהים הוא מהיר המצלמה הכי טובה בשוק יפה ומלא אפשרויות אין סופיות",Positive
"טלפון מצויין מהיר עם העידכונים הכי חדשים בעיברית ותמיכה בדור 4 בסלולר",Positive
"שווה ביותר",Positive
"בחרתי במכישר כי הוא מכשיר מעולה מעוצב בצורה מאוד יפה",Positive
"המכשיר היה ברשותי שנתיים שלמות ושירת אותי בצורה טובה מאוד בכל יום",Positive
"יש לי את המכשיר כבר כמעט שנה ואני מרוצה מאוד למעט הזכרון הפנימי שלא גדול מספיק 8 ג יגה כי רק מערכת ההפעלה תופסת 5 ג יגה",Positive
"טלפון מצוין קל נוח מהיר מאוד כיף לעבוד איתו",Positive
"נכון אמרו שהוא יקר ולעשירים בלבד ואין בו יותר מדי שוני מקודמו 4s ובחלק מהאמרות האמת שוכנת אבל שמסתכלים על התמונה הרחבה מדוע שנצטרך שינוים דרסטיים במכשיר שהבסיס שלו מעולה והמשתמשים בדגמים הקודמים רגילים לממשק המעולה שלו?",Positive
"עונה על כל הציפיות",Positive
"איכותי לגמרי",Positive
"מכשיר מעולה במחיר הוגן למי שלא צריך בלטה ביד",Positive
"פלאפון טוב מאוד מסך גדול ומאוד נוח להחזיק ביד אחת",Positive
"אני ממליץ עליו מאוד",Positive
"מחיר מעולה איכות טובה אין עוד משהו שצריך לבקש מטלפון",Positive
"מומלץ בחום",Positive
"טלפון מדהים רמה גבוה מאוד לפי דעתי הכי גבוה",Positive
"בסך הכל מכשיר מצוין",Positive
"וגם לפי דעתי עדיף על האייפון 5 שהוא קצת בעייתי",Positive
מומלץ,Positive
"אבל עדיין מי שלא הרגיש את המכשיר ביד לא יבין כמה הוא מעולה מהיר ופשוט גורם הנאה צרופה לבעליו",Positive
"אחרי מעבר מאייפון 4 הייתי מרוצה עד הגג מכשיר מהיר מאוד עם מצלמה מעולה",Positive
"קניתי את הפלאפון באילת לפני שבועיים ב3300 32gb כולל מגנים ומטען אלחוטי ואני מרוצה ביותר",Positive
"הפלאפון הכי טוב בשוק לדעתי נכון להיום",Positive
"מומלץ מאוד מהיר מאוד מסך מעולה וגדול",Positive
"דבר ממש מוזר וטוב מאז שקניתי את המכשיר לא גיליתי בו קירטוע אחד למרות הורדתי 85 אפליקציות הוא פשוט לא נתקע מכשיר אגדי פשוט מומלץץץ בחוםםחם חייבים ליקנותת",Positive
"בקיצור אין שום בעיות הטלפון הכי טוב בעולם",Positive
"אני מרוצה מהקנייה ושמח שמצאתי את הפלאפון הזה",Positive
"בסך הכל זה פלאפון סבבה",Positive
"ועוד המון דברים שהופכים את המכשיר למספר אחד ממליץ לא תתאכזבו",Positive
"באמת שווה לקניה לדעתי ישמש כל גיל אפילו קטנים וגם מבוגרים 16 ג יגה מספיק",Positive
"המכשיר מדהים קל מאוד לשימוש איכות גבוהה",Positive
"שורה תחתונה סה כ טלפון טוב מאד יחסית למחיר",Positive
"מכשיר מדהים ומהיר בטירוף חסין למים ואבק ממליץ לכולם על הצבע cooper שזה סוג של חום הזוי חזק יותר מכל מכשיר אחר ללא ספק עברתי מ htc one m8",Positive
"בקיצור מומלץ לקנות אתם לא תתאכזבו",Positive
"מכשיר טוב לעבודה עמיד מאוד",Positive
"מכשיר מצויין מערכת נוחה מאוד",Positive
"מכשיר מדהים מהיר ויוקרתי שווה כל שקל עברתי מאייפון לא מתחרט לרגע",Positive
"אחלה פלאפון לא נתקע בלי שום בעיות שווה לקנות כנראה למי שנתקע קנה פלאפון מזויף מכשיר זול שמביא יותר מהציפיות",Positive
"טלפון מצוין בנפח 3gb מצלמה 13 מגה פיקסל מצוינת",Positive
"ציפתי למכשיר טוב בסטנדרטים נורא גבוהים וכך קיבלתי אני ממליץ לכולם מכשיר מדהים ביופיו אפשר לשבת שעות ולראות איזה יפה הוא וגם להנות מכל יתרונותיו",Positive
"מכשיר מצוין",Positive
"מכשיר מעולה דק דק עיצוב חלומי מערכת סינון רעש אקטיבית שמאפשרת לדבר בתוך המולה כך ששומעים אותך יותר טוב משאתה שומע את עצמך",Positive
"מכשיר מצויין במחיר מצחיק מהיר ביותר לא נתקע וסוחב את המשחקים הכי כבדים",Positive
"אני מאוד מרוצה מהמכשיר אבל במחיר מעל 2500 אפשר לשקול מכשירים אחרים",Positive
"מכשיר מצויין עובד מהר מאוד לא נתקע מקבל את כל העדכונים החדשים ישירות מגוגל",Positive
"מכשיר מדהים",Positive
"מכשיר מצוין ומהיר מאוד",Positive
"הסוללה קטלנית המצלמה ממש ממש טובה הטלפון הכי טוב בשוק היום ללא ספק",Positive
"את המכשיר קניתי בינואר 2013 ומאוד מרוצה כי אחרי ששידרגתי מקודם שמהירות שלו הייתה 1 ג יגה עם ליבה אחד הרגשתי עולם של הבדל",Positive
"לפלאפון יש הרבה פוטנציאל עבור אלו שיודעים להשתמש בו וחזקים בטכנולוגיה",Positive
"מכשיר טוב מאוד באכות סבירה במחיר לא יקר",Positive
"טלפון אמין די חזק למרות שנראה שברירי וממש מהיר הודות למעבד 4 ליבות של סנאפדרגון ו 2 ג ב ראם",Positive
"לסיכום טלפון טוב למחיר שלו בקשר למצלמה אני אעדכן בהמשך אם יהיו שינויים",Positive
"בלי עין הרע בינתיים רק מרוצה לדעתי הפלאפון הכי טוב במחיר הזה",Positive
"קניתי את הפלאפון לפני מספר שבועות הוא פלאפון טוב ויחסית זול ממליץ בחום למי שרוצה אייפון",Positive
"מכשיר מדהים חזק מחזיק לי יום שלם של שיחות בלי לטעון אותו",Positive
"מכשיר מעולה למי שלא מעניין אותו הכי טוב שיש ויותר מעניין אותו טיב המוצר ביחס למחיר ונוחות",Positive
"המכשיר הזה מדהים יש בו הכל אני ממליץ בחום שומעים יפה מסך מעולה",Positive
"עיצוב חיצוני יפה בקיצור אחד מהמכשירים הטובים שיש בשוק היום",Positive
"הגלקסי s5 החדש מכשיר הדגל של סמסונג מגיע עם המעבד החדש של קואלקום נראה טוב לטעמי בגרסה הלבנה",Positive
"קל לי מאד להמליץ על מוצר זה מפני שהוא פשוט מעולה",Positive
"מכשיר טוב ונוח לשימוש כמעט בלי באגים או תקיעות מכשיר מצוין בעיקרון מהיר יחסית",Positive
"מכשיר טוב נוח ידודותי סך הכל ונוח לתפעול קטן לא כבד בכלל ונוח",Positive
"בסך הכל יש בנייד הזה בדיוק מה שצריך בפלאפונים שבאים אחריו ברוב התכונות החדשות שלהם אין לנו שימוש בכלל כך שהפלאפון הזה פרקטי ותר קומפקטי יותר ולמי שקונה אותו היום הוא גם זול יותר",Positive
"יש כל מה שצריך שיהיה בטלפון טלפון מעולה ויפה של סוני קל וקומפקטי יש לי אותו כחודש",Positive
"טאץ מעולה והדובדבן שבקצפת זה הסוללה הנהדרת שסוני שמו במכשיר הזה הצליחה אפילו להפתיע אותי אני נהנה מאד אחת הקניות הטובות שביצעתי",Positive
"אני נהנה מכול רגע",Positive
"טוב מאוד איכות טובה מסך בגודל לפחות 4 אינטש",Positive
"מכשיר מצויין יש בו את כל האפליקציות הטובות",Positive
"מכשיר נהדר מהיר צריכת סוללה מדהימה אני מסיימת יום רגיל עם 70%",Positive
"שווה כל שקל",Positive
"אני מאוד מרוצה מהטלפון הזה והוא שווה כל שקל",Positive
"טלפון מעולה ומהיר מאוד מה גם שמדובר בזיכרון ram כפול מהדגם הרגיל 2 גיגה",Positive
"הוא זול כרגע והוא עדיין אלטרנטיבה מצויינת לשאר המכשירים שיצאו בשנה האחרונה",Positive
"פלאפון מצויין קניתי אותו ליפני 5 חודשים בערך והוא עדיין עובד מצויין ואף פעם לא ניתקע לי",Positive
"מכשיר טוב הוא בדיוק כמו ה 4 ו 4s לדעתי אך יש בו משהו שגורם לו להיראות יוקרתי ואקסלוסיבי",Positive
"אין לי ספק שמדובר בתחליף ראוי למתחרה",Positive
"המכשיר נרכש לפני חצי שנה אחרי התלבטות בינו לבין גלקסי 2 מיני אני לא מצטער שקניתי אותו הביצועים שלו טובים יחסית למכשירים כמוהו",Positive
"אישית הייתי מאוד ממליץ להתנסות במכשיר עם מלא יתרונות עם ביצועים גבוההים",Positive
"בסה כ יחסית למחיר שלו היום זה המכשיר הטוב שיש בשוק",Positive
"טלפון מעולה למחיר שלו",Positive
"מסך מדהים מצלמה מעולה עם פוקוס מהיר ביותר סאונד טוב ורטט חזק אין שום תלונות היה לי את הסמסונג s5 ועברתי לlg g3 אין מה להשוות בכלל",Positive
"טלפון איכותי מאוד מסך ענק של 5 5 אינטש מגושם לא מתאים לכל יד",Positive
"מכשיר מעולה למעט זה שבאור השמש לא רואים כמעט כלום במסך",Positive
"הטלפון עצמו טוב",Positive
"אחלה מכשיר",Positive
"פשוט מושלם מספיק גדול מסך איכותי זריז כשד רמקול מעולה",Positive
"מאוד מומלץ",Positive
"אחד המכשירים הטובים בשוק",Positive
"אומנם מהירות המעבד לא משהו כי כבר יש יותר מהירים אבל בכול זאת המכשיר משמח",Positive
"כטלפון המכשיר עושה אחלה עבודה וזה חשוב",Positive
"אחלה מכשיר",Positive
"פשוט מעולה",Positive
"מכשיר מעולה גם לסטנדרטים של ימינו",Positive
"סה כ אני מרוצה",Positive
"מכשיר מדהים אין כמוהו מהיר מצוין מריץ את כל האפליקציות ותומך בכל הדברים החדשים בשוק",Positive
"פלאפון מהיר מקצועי ומתאים לכל אחד",Positive
"טלפון מעולה",Positive
"טלפון אדיר",Positive
"המכשיר מעולה אני רכשתי אותו לפני כמה ימים יקר יחסית ונהנתי מאוד",Positive
"טלפון טוב ומהיר שמספק את הסחורה",Positive
"אחרי כמה ימי שימוש רואים עד כמה המכשיר מושלם",Positive
"זהו בעצם המכשיר הראשון שבאמת lg הצליחו בו",Positive
"לרוץ ולקנות",Positive
"טלפון מעולה",Positive
"סוף סוף טלפון שפשוט נותן הכל בלי שצריך לדאוג אם הוא נשרט או אבד כי השווי שלו כמו טבעת יהלום",Positive
"מכשיר מעולה שמגיב היטב ליישומים השונים כמעט ללא עצירות",Positive
"הכול עובד חלק בלי תקיעות 64gb שזה מצוין סוללה חזקה מאוד עיצוב יפה מכשיר פצצה אין מילים",Positive
"לדעתי פלאפון טוב למעט הסוללה החלשה",Positive
"לסיכום מכשיר מאוד כיפי נוח מהיר יפה אך למי שיש לו אייפון 4 לא נראה כלכך חשוב לשדרג במלים אחרות מכשיר מדהיםם",Positive
"המכשיר איתי כבר 5 חודשים האמת שאני מאד מרוצה ממנו היא מגיב מאד יפה ממש מהיר",Positive
"בסך הכל טלפון טוב",Positive
"מעבד חזק מצלמה איכותית gps מכשיר שפשוט יש בו הכל",Positive
"אחלה מכשיר אני איתו בערך חודש ומאוד מרוצה מערכת הפעלה מתקדמת מאוד android 4 4 cit cat מתאים למחיר שלו ומומלץ בחום מקביל למוטורולה x בדגם משופר יותר לסיכום שווה",Positive
"הכי טוב מבין המותגים למסך בגודל כזה",Positive
"מכשיר מצוין",Positive
"היו לי ספקות לגביו בגלל שהוא חדש ואין הרבה חוות דעת עליו בשוק אבל עשיתי קנייה משתלמת לדעתי",Positive
"מומלץ בחום",Positive
"קל לתפעול מהיר מאוד בתגובות בקיצור הפלאפון הכי טוב שהיה לי בכל אופן אחרי האייפון 4s",Positive
"מכשיר מדהים",Positive
"הייתי קונה אותו שוב ולא מצטער לרגע",Positive
"רכשתי את המכשיר לפני כשבוע מכשיר מאוד איכותי גולד מסך 4 7 מספיק ויפה",Positive
"המכשיר פשוט טס נכון אז אין nfc ודברים כאלה אבל אין מה לעשות שום דבר לא מושלם ותמיד יש מקום לשיפור בכל מוצר אבל בסה כ מכשיר מעולה ומומלץ בחום",Positive
"מהיר יותר מכל מכשיר שווה לקנות",Positive
"אפילו אי אפשר לקבל שיחה נכנסת",Negative
"אחרי שהיה לי את כל המכשירים של אפל עברתי לאנדרויד התאכזבי מהר מאוד",Negative
"אין חידושים משמעותיים חוץ מהעיצוב",Negative
"אבל יש לקחת בחשבון את החסרונות",Negative
"טלפון מבוזבז ל אפל אותו דבר כמו ה 4s אין שום דבר אחר חוץ מהגודל והמצלמה תיקנו את ה4s עם כבר אז אנדרואיד",Negative
"אבל מאוד מאכזב",Negative
"הייתי ממליץ לקנות טלפון יותר טוב בפחות כסף",Negative
"המכשיר אצלי שלושה שבועות ואני מאוכזב ממש מאוכזב",Negative
"הרושם עד כה המכשיר רמה בינונית איך לא נופל רחוק ממכשירי יוקרה",Negative
"המכשיר קצת איכזב ואני שוקל זמן רב לרכוש אחד חדש",Negative
"המלצה שלי היא לא להתקרב לטלפון הזה",Negative
"לא ממליץ על המכשיר",Negative
"מכשיר גרוע",Negative
"אין שום שינוי משמעותי ולא ממש שווה את הרכישה מסך עדיין קטן ולא פרופורציונלי אפליקציות נפתחות עם שוליים שחורים",Negative
"המכשיר אצלי כחודש ואחרי התנסות עמוקה אני חייב להגיד שיש המון חסרונות לעומת יתרונות",Negative
"בקיצור לא שווה את ההשקעה בו חבל שלא נשארתי עם האייפון 4",Negative
"למעט גודל המסך ההבדלים זניחים היו לי צפיות גדולות יותר",Negative
"לסיכום זה לא זה חבל שמכרתי את האייפון 4",Negative
"אין בו בכלל מקום ואי אפשר להוריד כמעט כלום",Negative
"כמעט הכל אצלו זה חיסרון",Negative
"מכשיר ממוצע עם מחיר גבוה ביחס לזיכרון אבל כל הזמן נתקע וצריך לעשות ריסטרט 15 פעמים ביום",Negative
"טלפון גרוע פשוט ככה",Negative
"מי שמחפש טלפון טוב זה לא המכשיר פשוט לא שווה קניה",Negative
"החסרונות המציקים זה שצריך נאנו סים סתם כאב ראש להחליף כל פעם סים או להשיג מתאם",Negative
"אני לא ממליץ על הטלפון הזה",Negative
"היו לי עוד טלפונים עם אנדרויד וזה המכשיר עם הרבה מאוד בעיות",Negative
"לא להתקרב למכשיר הזה",Negative
"היה לאמא שלי ולאחותי את המכשיר במשך שנה גרם להם לסבל רב",Negative
"בקיצור כמו שאומרים שומר נפשו ירחק",Negative
"הוא די מאכזב יחסית",Negative
"בגלקסי החדש הוא מכשיר בעל פונקציות רבות אבל אף פונקציה לא עובדת מצויין",Negative
"אבא שלי קיבל את המכשיר מתנה מחבר המכשיר הזה אכזב אותי מאוד",Negative
"תעדיפו את הדור הקודם או מכשיר מתחרה אחר תאמינו לי לא תצטערו",Negative
"המלצה שלי אחרי התנסות של שבועיים עם המכשיר עדיף לא לקנות",Negative
"קניתי אותו כי שמעתי לעצת חברים טעות עשיתי ובדיעבד הייתי קונה גלקסי 3 דוד שלי המליץ לי עליו והוא מבין בתחום",Negative
"4 אין אפשרות להוריד שירים סרטים מהמון אתרים וא ו לראות סרטונים באתרים אחרים חוץ מיוטיוב אני רואה חברים עם סמארטפונים שבטלפון שלהם אין בעיה זו",Negative
"בקיצור טלפון עם מגבלות ומגרעות כאלה זו לא הגדרה לסמארטפון שחפשתי",Negative
"קניתי את המכשיר בארצות הברית פשוט מכשיר מאכזב",Negative
"מאכזב עם כמות השיפורים המינימלית הזו לא מוצדק לתת לו את השם אייפון 5",Negative
"כאמור שיפורים קטנים מאוד ומאכזב ביותר המניה של אפל צונחת וזה אומר הכל",Negative
"בקיצור אני ממש מתוסכל ואובד עצות",Negative
"מה גם שמיסתבר שעוד אנשים מתלוננים על כל מיני תופעות מוזרות באייפון 5 וחבל שלא שמעתי על כך לפני שקניתי אותו קיויתי שבחלוף הימים התופעות האלו יעלמו אבל לצערי זה ממשיך להופיע",Negative
"אין ספק שלא נהנתי מהמכשיר כדי לומר מילה טובה עליו כי מאד החזקתי מאייפון וזאת הפעם האחרונה שאני קונה אייפון",Negative
"קניתי ב23/7/2014 מכשיר טוב אבל בהחלט אכזבה",Negative
"לא מומלץ",Negative
"אצלי מיום ההשקה ואני ממש לא ממליץ עליו",Negative
"לסיכום אכזבה",Negative
"עושה בעיות לפעמים",Negative
"בקיצור לא מומלץ",Negative
"לא שווה את המחיר",Negative
"איזו אכזבה אין מילים כמה בניתי על המכשיר הזה אחרי האיפון",Negative
"פשוט אכזבה חבל על הכסף",Negative
"עברתי לאס4 מאס 3 והתאכזבתי קשות",Negative
"מכשיר משעמם וגרוע במיוחד בימינו",Negative
"בכללי מכשיר מיושן מאוד איטי במחיר ממש ממש מופקע",Negative
"חבל על הכסף שלכם",Negative
"למרות שנתוני החומרה המדהימים לא תמיד נראים בפועל",Negative
"מאוד לא ממליצה",Negative
"קניתי את המכשיר לפני שנה וחצי ואני מתחרט על כל רגע",Negative
"בקיצור מכשיר לא מומלץ",Negative
"באייפון 4 לא היו בעיות שכאלה בכלל",Negative
"כמו שהרבה כתבו יש למכשיר הזה תופעות קשות",Negative
"בשורה תחתונה תחשבו פעמיים ושלוש פעמים לפני שאתם קונים מכשירים של סמסונג",Negative
"אני מסכם כאן ניסיון של שנה עם המכשיר הזה במילה אחת אכזבה",Negative
מאכזב,Negative
"ממליץ בחום להתרחק מהמכשיר הזה",Negative
"בשני מילים הפלאפון הזה מ מ ש ג ר ו ע",Negative
"חוץ מהאפליקציות הכול גרוע",Negative
"בקיצור פלאפון גרוע",Negative
"הגלקסי 2 3 לוקחים אותו בקלות מבחינת הכול",Negative
"אפל זה רק חברה עם שם שילדים מתלהבים מהמוצרים שלהם",Negative
"המכשיר לא מומלץ",Negative
"יקר מכשירים זולים ממנו יעשו אותו עבודה ואף יותר",Negative
"זה גרועע לכל מישפחתי יש כמאט וזה גרוע אם אפשר להגיד שאפל חברה טובה אבל יקרה וסגורה",Negative
"בשורה התחתונה ממש לא ממליץ לקנות",Negative
"ולא דע הפלאפון עצמו מאוד מאכזב",Negative
"בשורה התחתונה חבל שקניתי את המכשיר הזה",Negative
"למחשיר יש חיסרון אחד לטעמי וידוע",Negative
"אני לא מרוצה",Negative
"באמת באתי להתריע ולהזהיר אנשים מקנייה של המכשיר הנ ל",Negative
"לצערי אכזבה מהמכשיר",Negative
"ולכן לפי דעתי לא כדאי לקנות",Negative
"קניתי את הטלפון לפני מספר ימים והחזרתי אותו למחרת",Negative
"מקווה שה g3 מפצה על חסרונותיו של ה g2",Negative
"קניתי לפני חודש ואת האמת יש כמה אכזבות",Negative
"אך עדיין יש חיסרון ענק יצא כבר g3 שעוד יותר טוב",Negative
"לא ממליץ בכלל",Negative
"לא כדאי להתקרב",Negative
"אני לא יודע איך אחרים המליצו עליו כאן",Negative
"לסיכום אנדרואיד למתחילים",Negative
"טלפון גרוע מאוד",Negative
"מכשיר גרוע ביותר",Negative
"לא אמליץ אף לאויבים הכי נוראיים שלי",Negative
"קניתי את הפלאפון לפני כשנה ואני מאוד לא מרוצה המעבד חלש שטח איחסון קטן מצלמה גרועה לא נותן להוריד משחקים כבדים וכו וכו וכו",Negative
"המוכר אמר שאולי המוצר לא טוב ופתח לי מכשיר חדש גם שם אותו סיפור",Negative
"לפני זה היה לי טלפון אחר שהוא נורא",Negative
"המכשיר הכי עלוב שאפשר למצוא כיום בשוק",Negative
"מכישר נוראי לא לקנות אף אחד איכות יצור זוועתית",Negative
"פלאפון דיי בעייתי המסך נורא רגיש והסליידר גם כן",Negative
"מכשיר מזעזע",Negative
"הטלפון איום ונורא",Negative
"מצלמה בינונית+מכשיר גרוע ממכשירים מלפני 10 שנים",Negative
"בשתי מילים לא מומלץ",Negative
"בקיצור לא מומלץ בכלל",Negative
"בין המכשירים הגרועים שידעה נוקיה",Negative
"אני ממש לא הייתי מרוצה ממנו",Negative
"מכשיר גרוע מתחת לכל ביקורת",Negative
"לא ממליץ",Negative
"סמסונג לא מצליח להוציא מערכת הפעלה בלי בעיות אז עד שהבעיה לא תפטר לא מומלץ לקנות אותו",Negative
"מאד לא ממליץ",Negative
"לא מבין מה ההתלהבות סביב המכשיר יש לו ממשק ממש מעצבן והוא איטי מאוד ביחס למכשירים באותה קטגורייה",Negative
"פלאפון נוראי קטן מידי",Negative
"מפרט על הנייר אמנם חלש יותר ממכשירי האנדרואיד המובילים אך במבחן הביצועים עומד איתם ראש בראש",Negative
"המכשיר לא מתאים לכל אחד",Negative
"בעיני זו בעיה חמורה מאוד למי שעובד עם המכשיר",Negative
"אני ממש ממש מאוכזב ממנו",Negative
"אני לא כזה ממליץ עליו",Negative
"מה שכן המכשיר לא יתאים לכל אחד",Negative
"לסיכום ממליץ בכל לב לא להתקרב למכשיר הזה",Negative
"יש לי גם אנדרואידים יותר חלשים ואני מעדיף אותם",Negative
"לכאורה מכשיר טוב אבל",Negative
"קראתי תגובות באתרים שונים שהמכשיר הזה יש לו הרבה בעיות ראו הוזהרתם",Negative
"בקיצור המכשיר הלך לי לא ממליץ לכם בכלל על המכשיר במיוחד לשקרים של החברה שהוא עמיד בפני מים",Negative
"ממליץ בחום לחשוב פעמיים לפני שקונים את המכשיר",Negative
"חשוב לציין שיש לי galaxy s3 שקניתי לפני שנה וחצתי והוא לא עשה כל כך הרבה צרות במשך שנה וחצה משה קיבלתי ממכשיר החדש בפחות מ 18 שעות שימוש",Negative
"למי שרוצה יותר הייתי לוקח מוצר אחר",Negative
"המכשיר לא כזה טוב הוא נורא איטי קטן מידי יחסית לסמארטפונים של היום",Negative
"מכשיר בעייתי לא מהיר כצפוי ממכשיר ב 3600 ש ח",Negative
"ולא המכשיר שלי לא בעייתי יש לי שלושה במשפחה כאלה קנינו יחד וכולם אוטו דבר הוא פיקס והבעיות שאני חווה מוכרות ומדווחות בכל מקום",Negative
"מעבר לזה הוא מאוד איכזב אותי והסיבות",Negative
"פשוט בושה לאפל אני מאוכזב מאייפון 5 עלק",Negative
"מי שיש לו 4s ומעלה בכלל לא שווה לשדרג ההבדל זניח ביותר",Negative
"מאוד מאוכזב מאפל",Negative
"סך הכל השתדרגתי לאייפון 5 לא התלהבתי בכלל קיבלתי מכשיר שהוא קצת יותר גדול קצת יותר דק ויותר קל",Negative
